LegalEntity,Period,MainAccount,Amount,Currency,AccountName,AccountCategory,AmountUSD
DE02,2025-01,2100,65691.88,USD,Accrued Liabilities,Liability,65691.88
DE02,2025-01,2500,542820.0,USD,Long-term Debt,Liability,542820.0
DE02,2025-01,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-01,3900,339565.09,USD,Retained Earnings,Equity,339565.09
DE02,2025-02,1000,453846.49,USD,Cash & Cash Equivalents,Asset,453846.49
DE02,2025-02,1200,199563.97,USD,Accounts Receivable,Asset,199563.97
DE02,2025-02,1500,982172.13,USD,"Fixed Assets, net",Asset,982172.13
DE02,2025-02,2000,152569.84,USD,Accounts Payable,Liability,152569.84
DE02,2025-02,2100,67041.48,USD,Accrued Liabilities,Liability,67041.48
DE02,2025-02,2500,540648.72,USD,Long-term Debt,Liability,540648.72
DE02,2025-02,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-02,3900,439322.55,USD,Retained Earnings,Equity,439322.55
DE02,2025-03,1000,551068.74,USD,Cash & Cash Equivalents,Asset,551068.74
DE02,2025-03,1200,202635.02,USD,Accounts Receivable,Asset,202635.02
DE02,2025-03,1500,982790.3,USD,"Fixed Assets, net",Asset,982790.3
DE02,2025-03,2000,152337.57,USD,Accounts Payable,Liability,152337.57
DE02,2025-03,2100,68441.08,USD,Accrued Liabilities,Liability,68441.08
DE02,2025-03,2500,538486.13,USD,Long-term Debt,Liability,538486.13
DE02,2025-03,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-03,3900,541229.29,USD,Retained Earnings,Equity,541229.29
DE02,2025-04,1000,647060.23,USD,Cash & Cash Equivalents,Asset,647060.23
DE02,2025-04,1200,205556.92,USD,Accounts Receivable,Asset,205556.92
DE02,2025-04,1500,983424.34,USD,"Fixed Assets, net",Asset,983424.34
DE02,2025-04,2000,155869.72,USD,Accounts Payable,Liability,155869.72
DE02,2025-04,2100,69570.71,USD,Accrued Liabilities,Liability,69570.71
DE02,2025-04,2500,536332.18,USD,Long-term Debt,Liability,536332.18
DE02,2025-04,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-04,3900,638268.88,USD,Retained Earnings,Equity,638268.88
DE02,2025-05,1000,742077.09,USD,Cash & Cash Equivalents,Asset,742077.09
DE02,2025-05,1200,205069.93,USD,Accounts Receivable,Asset,205069.93
DE02,2025-05,1500,984100.57,USD,"Fixed Assets, net",Asset,984100.57
DE02,2025-05,2000,155969.27,USD,Accounts Payable,Liability,155969.27
DE02,2025-05,2100,70818.0,USD,Accrued Liabilities,Liability,70818.0
DE02,2025-05,2500,534186.85,USD,Long-term Debt,Liability,534186.85
DE02,2025-05,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-05,3900,734273.47,USD,Retained Earnings,Equity,734273.47
DE02,2025-06,1000,840441.83,USD,Cash & Cash Equivalents,Asset,840441.83
DE02,2025-06,1200,208901.04,USD,Accounts Receivable,Asset,208901.04
DE02,2025-06,1500,984830.87,USD,"Fixed Assets, net",Asset,984830.87
DE02,2025-06,2000,157417.01,USD,Accounts Payable,Liability,157417.01
DE02,2025-06,2100,71435.33,USD,Accrued Liabilities,Liability,71435.33
DE02,2025-06,2500,532050.1,USD,Long-term Debt,Liability,532050.1
DE02,2025-06,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-06,3900,837271.29,USD,Retained Earnings,Equity,837271.29
DE02,2025-07,1000,932268.69,USD,Cash & Cash Equivalents,Asset,932268.69
DE02,2025-07,1200,214734.04,USD,Accounts Receivable,Asset,214734.04
DE02,2025-07,1500,985405.09,USD,"Fixed Assets, net",Asset,985405.09
DE02,2025-07,2000,157438.09,USD,Accounts Payable,Liability,157438.09
DE02,2025-07,2100,72482.43,USD,Accrued Liabilities,Liability,72482.43
DE02,2025-07,2500,529921.9,USD,Long-term Debt,Liability,529921.9
DE02,2025-07,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-07,3900,936565.4,USD,Retained Earnings,Equity,936565.4
DE02,2025-08,1000,1030304.13,USD,Cash & Cash Equivalents,Asset,1030304.13
DE02,2025-08,1200,216127.46,USD,Accounts Receivable,Asset,216127.46
DE02,2025-08,1500,985979.39,USD,"Fixed Assets, net",Asset,985979.39
DE02,2025-08,2000,158393.88,USD,Accounts Payable,Liability,158393.88
DE02,2025-08,2100,74081.2,USD,Accrued Liabilities,Liability,74081.2
DE02,2025-08,2500,527802.22,USD,Long-term Debt,Liability,527802.22
DE02,2025-08,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-08,3900,1036133.68,USD,Retained Earnings,Equity,1036133.68
DE02,2025-09,1000,1121002.09,USD,Cash & Cash Equivalents,Asset,1121002.09
DE02,2025-09,1200,220603.71,USD,Accounts Receivable,Asset,220603.71
DE02,2025-09,1500,986532.61,USD,"Fixed Assets, net",Asset,986532.61
DE02,2025-09,2000,161927.66,USD,Accounts Payable,Liability,161927.66
DE02,2025-09,2100,75886.68,USD,Accrued Liabilities,Liability,75886.68
DE02,2025-09,2500,525691.01,USD,Long-term Debt,Liability,525691.01
DE02,2025-09,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-09,3900,1128633.06,USD,Retained Earnings,Equity,1128633.06
DE02,2025-10,1000,1208956.9,USD,Cash & Cash Equivalents,Asset,1208956.9
DE02,2025-10,1200,222666.72,USD,Accounts Receivable,Asset,222666.72
DE02,2025-10,1500,987106.73,USD,"Fixed Assets, net",Asset,987106.73
DE02,2025-10,2000,165132.54,USD,Accounts Payable,Liability,165132.54
DE02,2025-10,2100,76076.42,USD,Accrued Liabilities,Liability,76076.42
DE02,2025-10,2500,523588.24,USD,Long-term Debt,Liability,523588.24
DE02,2025-10,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-10,3900,1217933.15,USD,Retained Earnings,Equity,1217933.15
DE02,2025-11,1000,1303831.3,USD,Cash & Cash Equivalents,Asset,1303831.3
DE02,2025-11,1200,225639.22,USD,Accounts Receivable,Asset,225639.22
DE02,2025-11,1500,987689.97,USD,"Fixed Assets, net",Asset,987689.97
DE02,2025-11,2000,166307.18,USD,Accounts Payable,Liability,166307.18
DE02,2025-11,2100,76673.41,USD,Accrued Liabilities,Liability,76673.41
DE02,2025-11,2500,521493.89,USD,Long-term Debt,Liability,521493.89
DE02,2025-11,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-11,3900,1316686.0,USD,Retained Earnings,Equity,1316686.0
DE02,2025-12,1000,1399662.5,USD,Cash & Cash Equivalents,Asset,1399662.5
DE02,2025-12,1200,229424.69,USD,Accounts Receivable,Asset,229424.69
DE02,2025-12,1500,988402.01,USD,"Fixed Assets, net",Asset,988402.01
DE02,2025-12,2000,165761.63,USD,Accounts Payable,Liability,165761.63
DE02,2025-12,2100,79265.8,USD,Accrued Liabilities,Liability,79265.8
DE02,2025-12,2500,519407.92,USD,Long-term Debt,Liability,519407.92
DE02,2025-12,3000,436000.0,USD,Share Capital,Equity,436000.0
DE02,2025-12,3900,1417053.86,USD,Retained Earnings,Equity,1417053.86
US01,2025-01,1000,496775.3,USD,Cash & Cash Equivalents,Asset,496775.3
US01,2025-01,1200,208981.95,USD,Accounts Receivable,Asset,208981.95
US01,2025-01,1500,1051227.77,USD,"Fixed Assets, net",Asset,1051227.77
US01,2025-01,2000,158464.53,USD,Accounts Payable,Liability,158464.53
US01,2025-01,2100,69658.11,USD,Accrued Liabilities,Liability,69658.11
US01,2025-01,2500,557760.0,USD,Long-term Debt,Liability,557760.0
US01,2025-01,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-01,3900,521102.38,USD,Retained Earnings,Equity,521102.38
US01,2025-02,1000,699963.53,USD,Cash & Cash Equivalents,Asset,699963.53
US01,2025-02,1200,213356.94,USD,Accounts Receivable,Asset,213356.94
US01,2025-02,1500,1052487.87,USD,"Fixed Assets, net",Asset,1052487.87
US01,2025-02,2000,161524.83,USD,Accounts Payable,Liability,161524.83
US01,2025-02,2100,70786.46,USD,Accrued Liabilities,Liability,70786.46
US01,2025-02,2500,555528.96,USD,Long-term Debt,Liability,555528.96
US01,2025-02,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-02,3900,727968.09,USD,Retained Earnings,Equity,727968.09
US01,2025-03,1000,900047.32,USD,Cash & Cash Equivalents,Asset,900047.32
US01,2025-03,1200,215320.2,USD,Accounts Receivable,Asset,215320.2
US01,2025-03,1500,1053733.62,USD,"Fixed Assets, net",Asset,1053733.62
US01,2025-03,2000,160781.69,USD,Accounts Payable,Liability,160781.69
US01,2025-03,2100,71362.26,USD,Accrued Liabilities,Liability,71362.26
US01,2025-03,2500,553306.84,USD,Long-term Debt,Liability,553306.84
US01,2025-03,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-03,3900,933650.34,USD,Retained Earnings,Equity,933650.34
US01,2025-04,1000,1113052.76,USD,Cash & Cash Equivalents,Asset,1113052.76
US01,2025-04,1200,215288.71,USD,Accounts Receivable,Asset,215288.71
US01,2025-04,1500,1055077.72,USD,"Fixed Assets, net",Asset,1055077.72
US01,2025-04,2000,164719.49,USD,Accounts Payable,Liability,164719.49
US01,2025-04,2100,71715.2,USD,Accrued Liabilities,Liability,71715.2
US01,2025-04,2500,551093.62,USD,Long-term Debt,Liability,551093.62
US01,2025-04,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-04,3900,1145890.88,USD,Retained Earnings,Equity,1145890.88
US01,2025-05,1000,1326762.11,USD,Cash & Cash Equivalents,Asset,1326762.11
US01,2025-05,1200,214812.22,USD,Accounts Receivable,Asset,214812.22
US01,2025-05,1500,1056503.97,USD,"Fixed Assets, net",Asset,1056503.97
US01,2025-05,2000,165416.03,USD,Accounts Payable,Liability,165416.03
US01,2025-05,2100,72628.14,USD,Accrued Liabilities,Liability,72628.14
US01,2025-05,2500,548889.24,USD,Long-term Debt,Liability,548889.24
US01,2025-05,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-05,3900,1361144.9,USD,Retained Earnings,Equity,1361144.9
US01,2025-06,1000,1554919.25,USD,Cash & Cash Equivalents,Asset,1554919.25
US01,2025-06,1200,215121.05,USD,Accounts Receivable,Asset,215121.05
US01,2025-06,1500,1058192.45,USD,"Fixed Assets, net",Asset,1058192.45
US01,2025-06,2000,164860.48,USD,Accounts Payable,Liability,164860.48
US01,2025-06,2100,73371.82,USD,Accrued Liabilities,Liability,73371.82
US01,2025-06,2500,546693.69,USD,Long-term Debt,Liability,546693.69
US01,2025-06,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-06,3900,1593306.76,USD,Retained Earnings,Equity,1593306.76
US01,2025-07,1000,1759713.75,USD,Cash & Cash Equivalents,Asset,1759713.75
US01,2025-07,1200,217855.94,USD,Accounts Receivable,Asset,217855.94
US01,2025-07,1500,1059507.19,USD,"Fixed Assets, net",Asset,1059507.19
US01,2025-07,2000,165093.12,USD,Accounts Payable,Liability,165093.12
US01,2025-07,2100,73400.78,USD,Accrued Liabilities,Liability,73400.78
US01,2025-07,2500,544506.91,USD,Long-term Debt,Liability,544506.91
US01,2025-07,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-07,3900,1804076.08,USD,Retained Earnings,Equity,1804076.08
US01,2025-08,1000,1961165.59,USD,Cash & Cash Equivalents,Asset,1961165.59
US01,2025-08,1200,220552.09,USD,Accounts Receivable,Asset,220552.09
US01,2025-08,1500,1060703.0,USD,"Fixed Assets, net",Asset,1060703.0
US01,2025-08,2000,162972.91,USD,Accounts Payable,Liability,162972.91
US01,2025-08,2100,72493.32,USD,Accrued Liabilities,Liability,72493.32
US01,2025-08,2500,542328.88,USD,Long-term Debt,Liability,542328.88
US01,2025-08,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-08,3900,2014625.58,USD,Retained Earnings,Equity,2014625.58
US01,2025-09,1000,2157837.64,USD,Cash & Cash Equivalents,Asset,2157837.64
US01,2025-09,1200,220396.76,USD,Accounts Receivable,Asset,220396.76
US01,2025-09,1500,1061921.16,USD,"Fixed Assets, net",Asset,1061921.16
US01,2025-09,2000,163939.29,USD,Accounts Payable,Liability,163939.29
US01,2025-09,2100,73304.23,USD,Accrued Liabilities,Liability,73304.23
US01,2025-09,2500,540159.57,USD,Long-term Debt,Liability,540159.57
US01,2025-09,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-09,3900,2212752.48,USD,Retained Earnings,Equity,2212752.48
US01,2025-10,1000,2357141.74,USD,Cash & Cash Equivalents,Asset,2357141.74
US01,2025-10,1200,226822.83,USD,Accounts Receivable,Asset,226822.83
US01,2025-10,1500,1063218.55,USD,"Fixed Assets, net",Asset,1063218.55
US01,2025-10,2000,167583.44,USD,Accounts Payable,Liability,167583.44
US01,2025-10,2100,73644.29,USD,Accrued Liabilities,Liability,73644.29
US01,2025-10,2500,537998.93,USD,Long-term Debt,Liability,537998.93
US01,2025-10,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-10,3900,2417956.46,USD,Retained Earnings,Equity,2417956.46
US01,2025-11,1000,2551186.84,USD,Cash & Cash Equivalents,Asset,2551186.84
US01,2025-11,1200,228765.78,USD,Accounts Receivable,Asset,228765.78
US01,2025-11,1500,1064409.99,USD,"Fixed Assets, net",Asset,1064409.99
US01,2025-11,2000,166577.11,USD,Accounts Payable,Liability,166577.11
US01,2025-11,2100,74125.78,USD,Accrued Liabilities,Liability,74125.78
US01,2025-11,2500,535846.93,USD,Long-term Debt,Liability,535846.93
US01,2025-11,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-11,3900,2617812.79,USD,Retained Earnings,Equity,2617812.79
US01,2025-12,1000,2762681.59,USD,Cash & Cash Equivalents,Asset,2762681.59
US01,2025-12,1200,229899.81,USD,Accounts Receivable,Asset,229899.81
US01,2025-12,1500,1065797.7,USD,"Fixed Assets, net",Asset,1065797.7
US01,2025-12,2000,168883.91,USD,Accounts Payable,Liability,168883.91
US01,2025-12,2100,73798.55,USD,Accrued Liabilities,Liability,73798.55
US01,2025-12,2500,533703.55,USD,Long-term Debt,Liability,533703.55
US01,2025-12,3000,450000.0,USD,Share Capital,Equity,450000.0
US01,2025-12,3900,2831993.09,USD,Retained Earnings,Equity,2831993.09
