LegalEntity,Period,MainAccount,CostCenter,Amount,Currency,AccountName,AccountCategory,AmountUSD
DE01,2025-04,6010,CC100,24994.39,EUR,Marketing Expense,OpEx,26744.0
DE01,2025-04,6020,CC400,13089.5,EUR,IT & Software,OpEx,14005.77
DE01,2025-04,6030,CC300,10824.3,EUR,Facilities & Rent,OpEx,11582.0
DE01,2025-04,6040,CC300,7608.83,EUR,Professional Fees,OpEx,8141.45
DE01,2025-04,7000,CC200,10966.81,EUR,Depreciation & Amortization,OpEx,11734.49
DE01,2025-04,8000,UNALLOCATED,5382.3,EUR,Interest Expense,NonOp,5759.06
DE01,2025-05,4000,UNALLOCATED,375650.73,EUR,Revenue - Product Sales,Revenue,405702.79
DE01,2025-05,4010,UNALLOCATED,160993.17,EUR,Revenue - Services,Revenue,173872.62
DE01,2025-05,5000,CC200,171726.05,EUR,COGS - Materials,COGS,185464.13
DE01,2025-05,5010,CC200,32198.63,EUR,COGS - Freight,COGS,34774.52
DE01,2025-05,6000,CC300,84610.74,EUR,Salaries & Wages,OpEx,91379.6
DE01,2025-05,6010,CC100,26024.94,EUR,Marketing Expense,OpEx,28106.94
DE01,2025-05,6020,CC400,14658.61,EUR,IT & Software,OpEx,15831.3
DE01,2025-05,6030,CC300,10725.63,EUR,Facilities & Rent,OpEx,11583.68
DE01,2025-05,6040,CC300,7623.95,EUR,Professional Fees,OpEx,8233.87
DE01,2025-05,7000,CC200,11174.29,EUR,Depreciation & Amortization,OpEx,12068.23
DE01,2025-05,8000,UNALLOCATED,5366.44,EUR,Interest Expense,NonOp,5795.76
DE01,2025-06,4000,UNALLOCATED,365264.39,EUR,Revenue - Product Sales,Revenue,401790.83
DE01,2025-06,4010,UNALLOCATED,156541.88,EUR,Revenue - Services,Revenue,172196.07
DE01,2025-06,5000,CC200,166978.01,EUR,COGS - Materials,COGS,183675.81
DE01,2025-06,5010,CC200,31308.38,EUR,COGS - Freight,COGS,34439.22
DE01,2025-06,6000,CC300,84360.89,EUR,Salaries & Wages,OpEx,92796.98
DE01,2025-06,6010,CC100,23533.89,EUR,Marketing Expense,OpEx,25887.28
DE01,2025-06,6020,CC400,12178.84,EUR,IT & Software,OpEx,13396.72
DE01,2025-06,6030,CC300,10538.85,EUR,Facilities & Rent,OpEx,11592.74
DE01,2025-06,6040,CC300,8116.1,EUR,Professional Fees,OpEx,8927.71
DE01,2025-06,7000,CC200,10525.55,EUR,Depreciation & Amortization,OpEx,11578.1
DE01,2025-06,8000,UNALLOCATED,5218.06,EUR,Interest Expense,NonOp,5739.87
DE01,2025-07,4000,UNALLOCATED,369104.05,EUR,Revenue - Product Sales,Revenue,402323.41
DE01,2025-07,4010,UNALLOCATED,158187.45,EUR,Revenue - Services,Revenue,172424.32
DE01,2025-07,5000,CC200,168733.28,EUR,COGS - Materials,COGS,183919.28
DE01,2025-07,5010,CC200,31637.49,EUR,COGS - Freight,COGS,34484.86
DE01,2025-07,6000,CC300,83096.49,EUR,Salaries & Wages,OpEx,90575.17
DE01,2025-07,6010,CC100,24415.54,EUR,Marketing Expense,OpEx,26612.94
DE01,2025-07,6020,CC400,12707.83,EUR,IT & Software,OpEx,13851.53
DE01,2025-07,6030,CC300,10302.94,EUR,Facilities & Rent,OpEx,11230.2
DE01,2025-07,6040,CC300,8327.43,EUR,Professional Fees,OpEx,9076.9
DE01,2025-07,7000,CC200,10727.02,EUR,Depreciation & Amortization,OpEx,11692.45
DE01,2025-07,8000,UNALLOCATED,5272.92,EUR,Interest Expense,NonOp,5747.48
DE01,2025-08,4000,UNALLOCATED,341223.45,EUR,Revenue - Product Sales,Revenue,368521.33
DE01,2025-08,4010,UNALLOCATED,146238.62,EUR,Revenue - Services,Revenue,157937.71
DE01,2025-08,5000,CC200,155987.86,EUR,COGS - Materials,COGS,168466.89
DE01,2025-08,5010,CC200,29247.72,EUR,COGS - Freight,COGS,31587.54
DE01,2025-08,6000,CC300,79257.76,EUR,Salaries & Wages,OpEx,85598.38
DE01,2025-08,6010,CC100,23903.82,EUR,Marketing Expense,OpEx,25816.13
DE01,2025-08,6020,CC400,11774.08,EUR,IT & Software,OpEx,12716.01
DE01,2025-08,6030,CC300,10047.41,EUR,Facilities & Rent,OpEx,10851.2
DE01,2025-08,6040,CC300,7688.86,EUR,Professional Fees,OpEx,8303.97
DE01,2025-08,7000,CC200,10203.21,EUR,Depreciation & Amortization,OpEx,11019.47
DE01,2025-08,8000,UNALLOCATED,4874.62,EUR,Interest Expense,NonOp,5264.59
DE01,2025-09,4000,UNALLOCATED,344061.58,EUR,Revenue - Product Sales,Revenue,368145.89
DE01,2025-09,4010,UNALLOCATED,147454.96,EUR,Revenue - Services,Revenue,157776.81
DE01,2025-09,5000,CC200,157285.29,EUR,COGS - Materials,COGS,168295.26
DE01,2025-09,5010,CC200,29490.99,EUR,COGS - Freight,COGS,31555.36
DE01,2025-09,6000,CC300,77426.78,EUR,Salaries & Wages,OpEx,82846.65
DE01,2025-09,6010,CC100,24982.88,EUR,Marketing Expense,OpEx,26731.68
DE01,2025-09,6020,CC400,12887.28,EUR,IT & Software,OpEx,13789.39
DE01,2025-09,6030,CC300,9594.81,EUR,Facilities & Rent,OpEx,10266.45
DE01,2025-09,6040,CC300,7304.31,EUR,Professional Fees,OpEx,7815.61
DE01,2025-09,7000,CC200,9286.55,EUR,Depreciation & Amortization,OpEx,9936.61
DE01,2025-09,8000,UNALLOCATED,4915.17,EUR,Interest Expense,NonOp,5259.23
DE01,2025-10,4000,UNALLOCATED,337851.17,EUR,Revenue - Product Sales,Revenue,368257.78
DE01,2025-10,4010,UNALLOCATED,144793.36,EUR,Revenue - Services,Revenue,157824.76
DE01,2025-10,5000,CC200,154446.25,EUR,COGS - Materials,COGS,168346.41
DE01,2025-10,5010,CC200,28958.67,EUR,COGS - Freight,COGS,31564.95
DE01,2025-10,6000,CC300,80360.41,EUR,Salaries & Wages,OpEx,87592.85
DE01,2025-10,6010,CC100,25768.68,EUR,Marketing Expense,OpEx,28087.86
DE01,2025-10,6020,CC400,12022.67,EUR,IT & Software,OpEx,13104.71
DE01,2025-10,6030,CC300,10137.24,EUR,Facilities & Rent,OpEx,11049.59
DE01,2025-10,6040,CC300,7370.57,EUR,Professional Fees,OpEx,8033.92
DE01,2025-10,7000,CC200,9341.53,EUR,Depreciation & Amortization,OpEx,10182.27
DE01,2025-10,8000,UNALLOCATED,4826.45,EUR,Interest Expense,NonOp,5260.83
DE01,2025-11,4000,UNALLOCATED,360947.03,EUR,Revenue - Product Sales,Revenue,397041.73
DE01,2025-11,4010,UNALLOCATED,154691.58,EUR,Revenue - Services,Revenue,170160.74
DE01,2025-11,5000,CC200,165004.36,EUR,COGS - Materials,COGS,181504.8
DE01,2025-11,5010,CC200,30938.32,EUR,COGS - Freight,COGS,34032.15
DE01,2025-11,6000,CC300,88846.75,EUR,Salaries & Wages,OpEx,97731.43
DE01,2025-11,6010,CC100,25735.75,EUR,Marketing Expense,OpEx,28309.33
DE01,2025-11,6020,CC400,13899.45,EUR,IT & Software,OpEx,15289.4
DE01,2025-11,6030,CC300,8961.93,EUR,Facilities & Rent,OpEx,9858.12
DE01,2025-11,6040,CC300,8052.43,EUR,Professional Fees,OpEx,8857.67
DE01,2025-11,7000,CC200,10357.66,EUR,Depreciation & Amortization,OpEx,11393.43
DE01,2025-11,8000,UNALLOCATED,5156.39,EUR,Interest Expense,NonOp,5672.03
DE01,2025-12,4000,UNALLOCATED,365834.56,EUR,Revenue - Product Sales,Revenue,406076.36
DE01,2025-12,4010,UNALLOCATED,156786.24,EUR,Revenue - Services,Revenue,174032.73
DE01,2025-12,5000,CC200,167238.66,EUR,COGS - Materials,COGS,185634.91
DE01,2025-12,5010,CC200,31357.25,EUR,COGS - Freight,COGS,34806.55
DE01,2025-12,6000,CC300,84002.98,EUR,Salaries & Wages,OpEx,93243.31
DE01,2025-12,6010,CC100,23534.18,EUR,Marketing Expense,OpEx,26122.94
DE01,2025-12,6020,CC400,12922.01,EUR,IT & Software,OpEx,14343.43
DE01,2025-12,6030,CC300,10639.05,EUR,Facilities & Rent,OpEx,11809.35
DE01,2025-12,6040,CC300,8418.6,EUR,Professional Fees,OpEx,9344.65
DE01,2025-12,7000,CC200,10181.56,EUR,Depreciation & Amortization,OpEx,11301.53
DE01,2025-12,8000,UNALLOCATED,5226.21,EUR,Interest Expense,NonOp,5801.09
DE02,2025-01,4000,UNALLOCATED,177585.62,EUR,Revenue - Product Sales,Revenue,193568.33
DE02,2025-01,4010,UNALLOCATED,76108.12,EUR,Revenue - Services,Revenue,82957.85
DE02,2025-01,5000,CC200,81182.0,EUR,COGS - Materials,COGS,88488.38
DE02,2025-01,5010,CC200,15221.62,EUR,COGS - Freight,COGS,16591.57
DE02,2025-01,6000,CC300,39572.66,EUR,Salaries & Wages,OpEx,43134.2
DE02,2025-01,6010,CC100,13265.27,EUR,Marketing Expense,OpEx,14459.14
DE02,2025-01,6020,CC400,6446.6,EUR,IT & Software,OpEx,7026.79
DE02,2025-01,6030,CC300,4939.48,EUR,Facilities & Rent,OpEx,5384.03
DE02,2025-01,6040,CC300,3903.07,EUR,Professional Fees,OpEx,4254.35
DE02,2025-01,7000,CC200,5098.5,EUR,Depreciation & Amortization,OpEx,5557.37
DE02,2025-01,8000,UNALLOCATED,2536.94,EUR,Interest Expense,NonOp,2765.26
DE02,2025-02,4000,UNALLOCATED,197183.28,EUR,Revenue - Product Sales,Revenue,212957.94
DE02,2025-02,4010,UNALLOCATED,84507.12,EUR,Revenue - Services,Revenue,91267.69
DE02,2025-02,5000,CC200,90140.93,EUR,COGS - Materials,COGS,97352.2
DE02,2025-02,5010,CC200,16901.42,EUR,COGS - Freight,COGS,18253.53
DE02,2025-02,6000,CC300,43488.37,EUR,Salaries & Wages,OpEx,46967.44
DE02,2025-02,6010,CC100,13853.77,EUR,Marketing Expense,OpEx,14962.07
DE02,2025-02,6020,CC400,6904.19,EUR,IT & Software,OpEx,7456.53
DE02,2025-02,6030,CC300,5221.55,EUR,Facilities & Rent,OpEx,5639.27
DE02,2025-02,6040,CC300,4287.92,EUR,Professional Fees,OpEx,4630.95
DE02,2025-02,7000,CC200,5707.34,EUR,Depreciation & Amortization,OpEx,6163.93
DE02,2025-02,8000,UNALLOCATED,2816.9,EUR,Interest Expense,NonOp,3042.25
DE02,2025-03,4000,UNALLOCATED,200108.13,EUR,Revenue - Product Sales,Revenue,218117.86
DE02,2025-03,4010,UNALLOCATED,85760.63,EUR,Revenue - Services,Revenue,93479.09
DE02,2025-03,5000,CC200,91478.0,EUR,COGS - Materials,COGS,99711.02
DE02,2025-03,5010,CC200,17152.13,EUR,COGS - Freight,COGS,18695.82
DE02,2025-03,6000,CC300,45202.51,EUR,Salaries & Wages,OpEx,49270.74
DE02,2025-03,6010,CC100,13281.91,EUR,Marketing Expense,OpEx,14477.28
DE02,2025-03,6020,CC400,6996.41,EUR,IT & Software,OpEx,7626.09
DE02,2025-03,6030,CC300,5619.4,EUR,Facilities & Rent,OpEx,6125.15
DE02,2025-03,6040,CC300,4116.02,EUR,Professional Fees,OpEx,4486.46
DE02,2025-03,7000,CC200,5671.27,EUR,Depreciation & Amortization,OpEx,6181.68
DE02,2025-03,8000,UNALLOCATED,2858.69,EUR,Interest Expense,NonOp,3115.97
DE02,2025-04,4000,UNALLOCATED,207672.48,EUR,Revenue - Product Sales,Revenue,222209.55
DE02,2025-04,4010,UNALLOCATED,89002.49,EUR,Revenue - Services,Revenue,95232.66
DE02,2025-04,5000,CC200,94935.99,EUR,COGS - Materials,COGS,101581.51
DE02,2025-04,5010,CC200,17800.5,EUR,COGS - Freight,COGS,19046.53
DE02,2025-04,6000,CC300,51944.67,EUR,Salaries & Wages,OpEx,55580.8
DE02,2025-04,6010,CC100,14963.23,EUR,Marketing Expense,OpEx,16010.66
DE02,2025-04,6020,CC400,7512.39,EUR,IT & Software,OpEx,8038.26
DE02,2025-04,6030,CC300,5911.41,EUR,Facilities & Rent,OpEx,6325.21
DE02,2025-04,6040,CC300,4023.19,EUR,Professional Fees,OpEx,4304.81
DE02,2025-04,7000,CC200,5925.63,EUR,Depreciation & Amortization,OpEx,6340.42
DE02,2025-04,8000,UNALLOCATED,2966.75,EUR,Interest Expense,NonOp,3174.42
DE02,2025-05,4000,UNALLOCATED,207302.32,EUR,Revenue - Product Sales,Revenue,223886.51
DE02,2025-05,4010,UNALLOCATED,88843.85,EUR,Revenue - Services,Revenue,95951.36
DE02,2025-05,5000,CC200,94766.78,EUR,COGS - Materials,COGS,102348.12
DE02,2025-05,5010,CC200,17768.77,EUR,COGS - Freight,COGS,19190.27
DE02,2025-05,6000,CC300,53219.23,EUR,Salaries & Wages,OpEx,57476.77
DE02,2025-05,6010,CC100,14664.89,EUR,Marketing Expense,OpEx,15838.08
DE02,2025-05,6020,CC400,7515.28,EUR,IT & Software,OpEx,8116.5
DE02,2025-05,6030,CC300,5912.64,EUR,Facilities & Rent,OpEx,6385.65
DE02,2025-05,6040,CC300,4182.62,EUR,Professional Fees,OpEx,4517.23
DE02,2025-05,7000,CC200,6261.37,EUR,Depreciation & Amortization,OpEx,6762.28
DE02,2025-05,8000,UNALLOCATED,2961.46,EUR,Interest Expense,NonOp,3198.38
DE02,2025-06,4000,UNALLOCATED,209430.76,EUR,Revenue - Product Sales,Revenue,230373.84
DE02,2025-06,4010,UNALLOCATED,89756.04,EUR,Revenue - Services,Revenue,98731.64
DE02,2025-06,5000,CC200,95739.77,EUR,COGS - Materials,COGS,105313.75
DE02,2025-06,5010,CC200,17951.21,EUR,COGS - Freight,COGS,19746.33
DE02,2025-06,6000,CC300,49763.22,EUR,Salaries & Wages,OpEx,54739.54
DE02,2025-06,6010,CC100,14279.15,EUR,Marketing Expense,OpEx,15707.07
DE02,2025-06,6020,CC400,8004.29,EUR,IT & Software,OpEx,8804.72
DE02,2025-06,6030,CC300,5564.32,EUR,Facilities & Rent,OpEx,6120.75
DE02,2025-06,6040,CC300,4619.49,EUR,Professional Fees,OpEx,5081.44
DE02,2025-06,7000,CC200,6639.09,EUR,Depreciation & Amortization,OpEx,7303.0
DE02,2025-06,8000,UNALLOCATED,2991.87,EUR,Interest Expense,NonOp,3291.06
DE02,2025-07,4000,UNALLOCATED,194724.55,EUR,Revenue - Product Sales,Revenue,212249.76
DE02,2025-07,4010,UNALLOCATED,83453.38,EUR,Revenue - Services,Revenue,90964.18
DE02,2025-07,5000,CC200,89016.94,EUR,COGS - Materials,COGS,97028.46
DE02,2025-07,5010,CC200,16690.68,EUR,COGS - Freight,COGS,18192.84
DE02,2025-07,6000,CC300,43248.22,EUR,Salaries & Wages,OpEx,47140.56
DE02,2025-07,6010,CC100,13978.2,EUR,Marketing Expense,OpEx,15236.24
DE02,2025-07,6020,CC400,6779.38,EUR,IT & Software,OpEx,7389.52
DE02,2025-07,6030,CC300,5132.2,EUR,Facilities & Rent,OpEx,5594.1
DE02,2025-07,6040,CC300,4186.97,EUR,Professional Fees,OpEx,4563.8
DE02,2025-07,7000,CC200,5268.05,EUR,Depreciation & Amortization,OpEx,5742.17
DE02,2025-07,8000,UNALLOCATED,2781.78,EUR,Interest Expense,NonOp,3032.14
DE02,2025-08,4000,UNALLOCATED,198323.64,EUR,Revenue - Product Sales,Revenue,214189.53
DE02,2025-08,4010,UNALLOCATED,84995.85,EUR,Revenue - Services,Revenue,91795.52
DE02,2025-08,5000,CC200,90662.24,EUR,COGS - Materials,COGS,97915.22
DE02,2025-08,5010,CC200,16999.17,EUR,COGS - Freight,COGS,18359.1
DE02,2025-08,6000,CC300,43247.19,EUR,Salaries & Wages,OpEx,46706.97
DE02,2025-08,6010,CC100,15263.79,EUR,Marketing Expense,OpEx,16484.89
DE02,2025-08,6020,CC400,6805.6,EUR,IT & Software,OpEx,7350.05
DE02,2025-08,6030,CC300,5575.14,EUR,Facilities & Rent,OpEx,6021.15
DE02,2025-08,6040,CC300,4422.66,EUR,Professional Fees,OpEx,4776.47
DE02,2025-08,7000,CC200,5317.66,EUR,Depreciation & Amortization,OpEx,5743.07
DE02,2025-08,8000,UNALLOCATED,2833.19,EUR,Interest Expense,NonOp,3059.85
DE02,2025-09,4000,UNALLOCATED,192889.63,EUR,Revenue - Product Sales,Revenue,206391.9
DE02,2025-09,4010,UNALLOCATED,82666.99,EUR,Revenue - Services,Revenue,88453.68
DE02,2025-09,5000,CC200,88178.12,EUR,COGS - Materials,COGS,94350.59
DE02,2025-09,5010,CC200,16533.4,EUR,COGS - Freight,COGS,17690.74
DE02,2025-09,6000,CC300,46970.59,EUR,Salaries & Wages,OpEx,50258.53
DE02,2025-09,6010,CC100,12670.45,EUR,Marketing Expense,OpEx,13557.38
DE02,2025-09,6020,CC400,6952.51,EUR,IT & Software,OpEx,7439.19
DE02,2025-09,6030,CC300,5582.74,EUR,Facilities & Rent,OpEx,5973.53
DE02,2025-09,6040,CC300,4294.93,EUR,Professional Fees,OpEx,4595.58
DE02,2025-09,7000,CC200,5170.28,EUR,Depreciation & Amortization,OpEx,5532.2
DE02,2025-09,8000,UNALLOCATED,2755.57,EUR,Interest Expense,NonOp,2948.46
DE02,2025-10,4000,UNALLOCATED,182232.73,EUR,Revenue - Product Sales,Revenue,198633.68
DE02,2025-10,4010,UNALLOCATED,78099.74,EUR,Revenue - Services,Revenue,85128.72
DE02,2025-10,5000,CC200,83306.39,EUR,COGS - Materials,COGS,90803.97
DE02,2025-10,5010,CC200,15619.95,EUR,COGS - Freight,COGS,17025.75
DE02,2025-10,6000,CC300,42740.22,EUR,Salaries & Wages,OpEx,46586.84
DE02,2025-10,6010,CC100,13209.91,EUR,Marketing Expense,OpEx,14398.8
DE02,2025-10,6020,CC400,6589.83,EUR,IT & Software,OpEx,7182.91
DE02,2025-10,6030,CC300,5296.84,EUR,Facilities & Rent,OpEx,5773.56
DE02,2025-10,6040,CC300,3772.21,EUR,Professional Fees,OpEx,4111.71
DE02,2025-10,7000,CC200,5267.11,EUR,Depreciation & Amortization,OpEx,5741.15
DE02,2025-10,8000,UNALLOCATED,2603.32,EUR,Interest Expense,NonOp,2837.62
DE02,2025-11,4000,UNALLOCATED,195083.97,EUR,Revenue - Product Sales,Revenue,214592.37
DE02,2025-11,4010,UNALLOCATED,83607.42,EUR,Revenue - Services,Revenue,91968.16
DE02,2025-11,5000,CC200,89181.25,EUR,COGS - Materials,COGS,98099.38
DE02,2025-11,5010,CC200,16721.48,EUR,COGS - Freight,COGS,18393.63
DE02,2025-11,6000,CC300,42997.95,EUR,Salaries & Wages,OpEx,47297.75
DE02,2025-11,6010,CC100,15234.51,EUR,Marketing Expense,OpEx,16757.96
DE02,2025-11,6020,CC400,7132.35,EUR,IT & Software,OpEx,7845.59
DE02,2025-11,6030,CC300,5241.82,EUR,Facilities & Rent,OpEx,5766.0
DE02,2025-11,6040,CC300,4317.6,EUR,Professional Fees,OpEx,4749.36
DE02,2025-11,7000,CC200,5302.19,EUR,Depreciation & Amortization,OpEx,5832.41
DE02,2025-11,8000,UNALLOCATED,2786.91,EUR,Interest Expense,NonOp,3065.6
DE02,2025-12,4000,UNALLOCATED,205068.91,EUR,Revenue - Product Sales,Revenue,227626.49
DE02,2025-12,4010,UNALLOCATED,87886.68,EUR,Revenue - Services,Revenue,97554.21
DE02,2025-12,5000,CC200,93745.79,EUR,COGS - Materials,COGS,104057.83
DE02,2025-12,5010,CC200,17577.34,EUR,COGS - Freight,COGS,19510.85
DE02,2025-12,6000,CC300,49588.23,EUR,Salaries & Wages,OpEx,55042.94
DE02,2025-12,6010,CC100,14046.72,EUR,Marketing Expense,OpEx,15591.86
DE02,2025-12,6020,CC400,7676.67,EUR,IT & Software,OpEx,8521.1
DE02,2025-12,6030,CC300,5980.04,EUR,Facilities & Rent,OpEx,6637.84
DE02,2025-12,6040,CC300,4574.95,EUR,Professional Fees,OpEx,5078.19
DE02,2025-12,7000,CC200,6414.79,EUR,Depreciation & Amortization,OpEx,7120.42
DE02,2025-12,8000,UNALLOCATED,2929.56,EUR,Interest Expense,NonOp,3251.81
US01,2025-01,4000,UNALLOCATED,423856.58,USD,Revenue - Product Sales,Revenue,423856.58
US01,2025-01,4010,UNALLOCATED,181652.82,USD,Revenue - Services,Revenue,181652.82
US01,2025-01,5000,CC200,193763.01,USD,COGS - Materials,COGS,193763.01
US01,2025-01,5010,CC200,36330.56,USD,COGS - Freight,COGS,36330.56
US01,2025-01,6000,CC300,93230.35,USD,Salaries & Wages,OpEx,93230.35
US01,2025-01,6010,CC100,28928.95,USD,Marketing Expense,OpEx,28928.95
US01,2025-01,6020,CC400,14520.26,USD,IT & Software,OpEx,14520.26
US01,2025-01,6030,CC300,12063.5,USD,Facilities & Rent,OpEx,12063.5
US01,2025-01,6040,CC300,9237.57,USD,Professional Fees,OpEx,9237.57
US01,2025-01,7000,CC200,12277.73,USD,Depreciation & Amortization,OpEx,12277.73
US01,2025-01,8000,UNALLOCATED,6055.09,USD,Interest Expense,NonOp,6055.09
US01,2025-02,4000,UNALLOCATED,460782.99,USD,Revenue - Product Sales,Revenue,460782.99
US01,2025-02,4010,UNALLOCATED,197478.43,USD,Revenue - Services,Revenue,197478.43
US01,2025-02,5000,CC200,210643.65,USD,COGS - Materials,COGS,210643.65
US01,2025-02,5010,CC200,39495.69,USD,COGS - Freight,COGS,39495.69
US01,2025-02,6000,CC300,105390.3,USD,Salaries & Wages,OpEx,105390.3
US01,2025-02,6010,CC100,35305.08,USD,Marketing Expense,OpEx,35305.08
US01,2025-02,6020,CC400,16238.77,USD,IT & Software,OpEx,16238.77
US01,2025-02,6030,CC300,14955.81,USD,Facilities & Rent,OpEx,14955.81
US01,2025-02,6040,CC300,10182.81,USD,Professional Fees,OpEx,10182.81
US01,2025-02,7000,CC200,12600.99,USD,Depreciation & Amortization,OpEx,12600.99
US01,2025-02,8000,UNALLOCATED,6582.61,USD,Interest Expense,NonOp,6582.61
US01,2025-03,4000,UNALLOCATED,455287.31,USD,Revenue - Product Sales,Revenue,455287.31
US01,2025-03,4010,UNALLOCATED,195123.13,USD,Revenue - Services,Revenue,195123.13
US01,2025-03,5000,CC200,208131.34,USD,COGS - Materials,COGS,208131.34
US01,2025-03,5010,CC200,39024.63,USD,COGS - Freight,COGS,39024.63
US01,2025-03,6000,CC300,106576.11,USD,Salaries & Wages,OpEx,106576.11
US01,2025-03,6010,CC100,32157.17,USD,Marketing Expense,OpEx,32157.17
US01,2025-03,6020,CC400,16840.75,USD,IT & Software,OpEx,16840.75
US01,2025-03,6030,CC300,13316.01,USD,Facilities & Rent,OpEx,13316.01
US01,2025-03,6040,CC300,9720.63,USD,Professional Fees,OpEx,9720.63
US01,2025-03,7000,CC200,12457.45,USD,Depreciation & Amortization,OpEx,12457.45
US01,2025-03,8000,UNALLOCATED,6504.1,USD,Interest Expense,NonOp,6504.1
US01,2025-04,4000,UNALLOCATED,461544.35,USD,Revenue - Product Sales,Revenue,461544.35
US01,2025-04,4010,UNALLOCATED,197804.72,USD,Revenue - Services,Revenue,197804.72
US01,2025-04,5000,CC200,210991.7,USD,COGS - Materials,COGS,210991.7
US01,2025-04,5010,CC200,39560.94,USD,COGS - Freight,COGS,39560.94
US01,2025-04,6000,CC300,103140.58,USD,Salaries & Wages,OpEx,103140.58
US01,2025-04,6010,CC100,34379.12,USD,Marketing Expense,OpEx,34379.12
US01,2025-04,6020,CC400,16660.18,USD,IT & Software,OpEx,16660.18
US01,2025-04,6030,CC300,12365.6,USD,Facilities & Rent,OpEx,12365.6
US01,2025-04,6040,CC300,9975.88,USD,Professional Fees,OpEx,9975.88
US01,2025-04,7000,CC200,13441.04,USD,Depreciation & Amortization,OpEx,13441.04
US01,2025-04,8000,UNALLOCATED,6593.49,USD,Interest Expense,NonOp,6593.49
US01,2025-05,4000,UNALLOCATED,473543.75,USD,Revenue - Product Sales,Revenue,473543.75
US01,2025-05,4010,UNALLOCATED,202947.32,USD,Revenue - Services,Revenue,202947.32
US01,2025-05,5000,CC200,216477.14,USD,COGS - Materials,COGS,216477.14
US01,2025-05,5010,CC200,40589.46,USD,COGS - Freight,COGS,40589.46
US01,2025-05,6000,CC300,109070.52,USD,Salaries & Wages,OpEx,109070.52
US01,2025-05,6010,CC100,33923.0,USD,Marketing Expense,OpEx,33923.0
